
 0, 9.787234042553191, 690186.5957446808, 183696.47517730494, 2077.9556737588655, 4.0, 0.0, 0.3067375886524823, 0.0, 9.787234042553191, 1, 64755.6539, hybla, 15789177
 1, 9.666666666666666, 360058.1, 75115.41666666667, 443.7944444444445, -3.0, 0.0, 0.4166666666666667, 0.0, -0.12056737588652489, 2, 85167.6159, owl, 15789666
 2, 10.0, 36463.066666666666, 14763.083333333334, 2227.5666666666666, 0.0, 0.0, 0.0, 0.0, 0.3333333333333339, 3, 175414.454, vegas, 15790180
 3, 10.0, 68779.0, 42369.0, 6620.0, 6619.0, 0.0, 0.0, 0.0, 0.0, 4, 72696.608, owl, 15790460
 2, 10.0, 60809.5, 28774.0, 6679.0, 79.0, 0.0, 0.0, 0.0, 0.0, 5, 84989.1208, owl, 15791432
 2, 37.77, 1350811.344904762, 155460.65385714284, 163.03, -78.0, 0.0, 34.435, 0.0, 27.770000000000003, 6, 18096.5312, hybla, 15791708
 1, 129.4673913043478, 5059578.166238472, 139595.94436758893, 266.3152173913044, -6540.0, 0.0, 127.89347826086957, 0.0, 91.6973913043478, 7, 12827.9192, hybla, 15791961
 1, 229.4351851851852, 9256038.244664902, 152924.81014109348, 346.47222222222223, 95.0, 0.0, 227.84457671957674, 0.0, 99.96779388083738, 8, 14116.1861, vegas, 15792227
 3, 329.12745098039215, 13375119.906045752, 189850.78480392153, 452.8921568627451, 104.0, 0.0, 327.18954248366015, 0.0, 99.69226579520696, 9, 13550.7125, vegas, 15792486
 3, 414.66037735849056, 17046381.44025157, 247397.5289308176, 770.6037735849056, 98.0, 0.0, 412.3849056603774, 0.0, 85.53292637809841, 10, 16620.1913, cubic, 15792753
 0, 511.7111111111111, 21181495.733333334, 312193.4111111111, 652.6888888888889, 98.0, 0.0, 509.05555555555554, 0.0, 97.05073375262054, 11, 12175.8059, cubic, 15793009
 0, 624.7692307692307, 26151962.884615384, 360653.74358974356, 618.6923076923077, 104.0, 0.0, 622.3846153846154, 0.0, 113.05811965811961, 12, 11947.8505, owl, 15793266
 2, 700.4188034188033, 29614194.14102564, 314716.99145299144, 866.0769230769231, 87.0, 0.0, 697.8119658119658, 0.0, 75.64957264957263, 13, 14417.7223, owl, 15793520
 2, 773.3575757575758, 32610470.98160173, 179021.9642857143, 968.1212121212121, 96.0, 0.0, 771.490909090909, 0.0, 72.93877233877242, 14, 14034.2136, vegas, 15793777
 3, 434.5, 20187099.081851855, 341438.6414814815, 5231.0, 64.0, 0.0, 428.7281481481482, 0.0, -338.8575757575758, 15, 74125.7634, vegas, 15794212
 3, 899.8888888888889, 49726750.666666664, 1006339.3703703703, 892.9629629629629, 52.0, 0.0, 898.4444444444445, 0.0, 465.3888888888889, 16, 9048.3379, vegas, 15794523
 3, 632.2051282051283, 39945571.21652421, 674165.3917378917, 2858.24358974359, 30.0, 0.0, 627.7858499525166, 0.0, -267.6837606837606, 17, 32061.2405, hybla, 15794790
 1, 149.28571428571428, 10179236.534391535, 187539.7671957672, 2887.1428571428573, 56.0, 0.0, 140.4973544973545, 0.0, -482.919413919414, 18, 51010.6876, vegas, 15795273
 3, 685.6666666666666, 53774688.23183761, 691887.6196581196, 2885.3333333333335, 30.0, 0.0, 683.0331196581196, 0.0, 536.3809523809523, 19, 11190.2435, hybla, 15795532
 1, 538.8333333333334, 45427226.981481485, 533626.9074074074, 533.3888888888889, -989.0, 0.0, 532.925925925926, 0.0, -146.83333333333326, 20, 12014.6185, hybla, 15795962
 1, 1196.3919892585618, 92068756.41459107, 288655.69880164816, 1560.0022773244054, 1069.0, 0.0, 1193.6023763151825, 0.0, 657.5586559252284, 21, 10032.7277, owl, 15796294
 2, 1324.575, 93655675.16875, 338589.0475, 1798.925, 262.0, 0.0, 1321.7, 0.0, 128.18301074143824, 22, 13849.5346, owl, 15796551
 2, 1452.3397435897436, 100153473.61324787, 294189.2243589744, 1615.948717948718, 100.0, 0.0, 1450.076923076923, 0.0, 127.7647435897436, 23, 7659.6186, owl, 15796810
