
 0, 19.016339869281047, 1624137.0215686273, 292936.44640522875, 27.34640522875817, 1.0, 0.0, 14.698039215686276, 0.0, 19.016339869281047, 1, 11152.9872, bootstrapped_ts, 4929761
 0, 21.004166666666666, 1686920.5333333334, 53345.549722222226, 84.75416666666666, 66.0, 0.0, 19.058333333333334, 0.0, 1.987826797385619, 2, 294258.3766, epsilon_greedy, 4930021
 1, 126.118, 3370912.6493333336, 138853.35533333334, 180.88299999999998, 93.0, 0.0, 124.41033333333333, 0.0, 105.11383333333333, 3, 26469.0189, softmax_explorer, 4930281
 1, 468.4918803418803, 8759243.699267399, 192403.19236874237, 301.3269230769231, 94.0, 0.0, 466.97893772893775, 0.0, 342.3738803418803, 4, 26319.2483, separate_classifiers, 4930580
 1, 725.5350000000001, 14889419.474166665, 485246.7375, 415.62, 100.0, 0.0, 721.0, 0.0, 257.0431196581198, 5, 24668.5637, bootstrapped_ucb, 4930836
 0, 710.479427549195, 21082453.671735242, 514585.79606440075, 506.0125223613596, 117.0, 0.0, 706.4293381037568, 0.0, -15.05557245080513, 6, 17009.6532, epsilon_greedy_decay, 4931105
 1, 726.0, 28362114.36904762, 550879.619047619, 612.452380952381, 93.0, 0.0, 721.7857142857143, 0.0, 15.520572450805048, 7, 12860.7091, adaptive_greedy_percentile, 4931359
 2, 726.0, 34590709.21031746, 479101.5833333333, 710.3253968253969, 100.0, 0.0, 721.8849206349207, 0.0, 0.0, 8, 10516.6716, adaptive_greedy_threshold, 4931616
 3, 726.0, 41155942.18888889, 528026.0444444445, 808.5777777777778, 94.0, 0.0, 722.0888888888888, 0.0, 0.0, 9, 8842.0573, active_explorer, 4931874
 0, 709.5681818181819, 46865648.08712122, 529990.8446969697, 884.6022727272727, 103.0, 0.0, 705.3977272727273, 0.0, -16.43181818181813, 10, 340544.4404, explore_first, 4932129
 0, 726.5212765957447, 55071920.35531914, 372280.81808510626, 1011.7695035460993, 94.0, 0.0, 724.044680851064, 0.0, 16.953094777562796, 11, 6602.5866, adaptive_greedy_weighted, 4932385
 0, 730.0933333333332, 59914217.79259259, 188145.63, 1097.8555555555556, 100.0, 0.0, 728.7096296296296, 0.0, 3.572056737588582, 12, 6094.9733, explore_first, 4932639
 0, 671.6050724637681, 55657459.495893724, 51482.4731884058, 1096.644927536232, 99.0, 0.0, 670.2352657004831, 0.0, -58.488260869565124, 13, 5910.1568, epsilon_greedy, 4932901
 1, 1288.05625, 58522038.75286458, 60751.08046875, 1259.82421875, 97.0, 0.0, 1250.1098958333332, 0.0, 616.451177536232, 14, 136362.8182, softmax_explorer, 4933163
 2, 1508.7011494252874, 60611792.536494255, 60493.04511494253, 1396.0258620689656, 101.0, 0.0, 1501.587643678161, 0.0, 220.64489942528735, 15, 12444.6934, softmax_explorer, 4933416
 0, 1614.668181818182, 60764499.914848484, 46274.63757575757, 1495.2363636363636, 92.0, 0.0, 1613.2836363636366, 0.0, 105.96703239289445, 16, 13286.2921, separate_classifiers, 4933677
 3, 1591.890625, 60278082.71223958, 71106.39453125, 1561.8359375, 97.0, 0.0, 1551.4609375, 0.0, -22.777556818181893, 17, 191910.1477, bootstrapped_ucb, 4933931
 0, 1623.6, 61011246.127777785, 56460.61805555555, 1692.3666666666666, 100.0, 0.0, 1470.6333333333334, 0.0, 31.70937499999991, 18, 13305.7903, bootstrapped_ucb, 4934196
 0, 1636.4095022624435, 61492014.92383107, 97939.07428355959, 1754.0882352941176, 97.0, 0.0, 1408.9117647058824, 0.0, 12.80950226244363, 19, 13306.2821, epsilon_greedy_decay, 4934610
 2, 1729.5, 70787279.5420228, 915639.7371794872, 1820.75, 57.0, 0.0, 1342.25, 0.0, 93.09049773755646, 20, 12216.5171, epsilon_greedy_decay, 4934910
 0, 973.1818181818181, 39622215.11013986, 460026.2744755245, 931.645104895105, -1793.0, 0.0, 659.8269230769231, 0.0, -756.3181818181819, 21, 1453794.4247, bootstrapped_ucb, 4935357
 0, 1965.4326923076924, 87162145.79134616, 836097.176602564, 1903.4903846153848, 1877.0, 0.0, 1959.8685897435898, 0.0, 992.2508741258742, 22, 11281.6308, bootstrapped_ucb, 4935860
 0, 1330.0, 66503136.068376064, 617330.7243589744, 1307.1666666666667, 55.0, 0.0, 1277.0, 0.0, -635.4326923076924, 23, 1211001.7284, separate_classifiers, 4936360
 1, 2757.185185185185, 112440598.55911681, 1068898.3924501424, 2023.0320512820513, 53.0, 0.0, 1851.9679487179487, 0.0, 1427.1851851851852, 24, 12166.5695, separate_classifiers, 4936788
 0, 8743.213206506754, 121876508.31522837, 481095.73094384704, 2200.263486811874, 87.0, 0.0, 1549.8171583494166, 0.0, 5986.028021321569, 25, 365745.1799, adaptive_greedy_percentile, 4937051
 3, 9197.0, 135083780.15243903, 675104.2743902439, 2389.1463414634145, 264.0, 0.0, 1485.8536585365853, 0.0, 453.78679349324557, 26, 34051.8196, adaptive_greedy_percentile, 4937304
 0, 9205.97357723577, 143373925.648374, 573319.3699186991, 2488.9756097560976, 100.0, 0.0, 1386.0243902439024, 0.0, 8.97357723577079, 27, 32111.3764, adaptive_greedy_percentile, 4937577
 3, 9217.975, 149823428.09375, 478039.08125, 2587.825, 100.0, 0.0, 2079.05, 0.0, 12.001422764229574, 28, 30765.9641, adaptive_greedy_percentile, 4937831
 3, 9020.182468694096, 151773985.5706619, 451175.7343470483, 2620.251341681574, 95.0, 0.0, 2057.1905187835423, 0.0, -197.79253130590405, 29, 29724.3989, adaptive_greedy_percentile, 4938091
 1, 9218.0, 161152989.1818182, 536904.4141414142, 2767.151515151515, 95.0, 0.0, 2012.8484848484848, 0.0, 197.81753130590369, 30, 28603.4094, adaptive_greedy_percentile, 4938356
 3, 9218.0, 166757845.63480395, 506241.2990196078, 2851.735294117647, 85.0, 0.0, 1928.264705882353, 0.0, 0.0, 31, 27641.808, adaptive_greedy_percentile, 4938612
 0, 9218.0, 170086182.0, 365867.1666666667, 2905.8333333333335, 88.0, 0.0, 1874.1666666666667, 0.0, 0.0, 32, 27098.0526, adaptive_greedy_percentile, 4938911
 3, 4610.5, 88499705.15833333, 627938.21, 1471.45, 15.0, 0.0, 919.8, 0.0, -4607.5, 33, 5049393.6392, adaptive_greedy_percentile, 4939165
 1, 9218.0, 187130727.727208, 988765.3340455841, 3022.64245014245, 52.0, 0.0, 1757.3575498575499, 0.0, 4607.5, 34, 24636.404, adaptive_greedy_percentile, 4939588
 3, 9218.0, 146730539.91877046, 511017.6693798815, 3297.449617346939, 112.0, 0.0, 1483.537287414966, 0.0, 0.0, 35, 31441.0654, adaptive_greedy_percentile, 4939842
 2, 8998.595238095239, 150323283.5674603, 659149.8492063491, 3320.0833333333335, 276.0, 0.0, 1347.142857142857, 0.0, -219.40476190476147, 36, 125273.5287, adaptive_greedy_percentile, 4940095
 0, 9218.0, 162470581.8596491, 708473.6403508773, 3494.8947368421054, 92.0, 0.0, 2191.1052631578946, 0.0, 219.40476190476147, 37, 28373.5661, adaptive_greedy_percentile, 4940357
